weight,density,highest degree,runtime,stretch,jumpstretch
330286,0.1785878489326765,117,7275,Infinity,9.0
333715,0.17589490968801313,106,6859,Infinity,9.0
331457,0.17576354679802955,114,6907,517.0,10.0
328061,0.17339901477832512,125,7369,575.5,12.0
312816,0.17208538587848932,102,6996,Infinity,10.0
310685,0.1709031198686371,104,7099,Infinity,11.0
318843,0.17234811165845648,96,7496,1158.0,11.0
305382,0.1735960591133005,103,6883,109.0,10.0
296388,0.16656814449917898,97,6748,444.0,11.0
303757,0.1689326765188834,97,6901,103.61538461538461,12.0
