weight,density,highest degree,runtime,stretch,jumpstretch
29530,0.024161073825503355,10,8727,Infinity,Infinity
29445,0.023982102908277406,8,8134,Infinity,Infinity
27802,0.024250559284116333,10,8567,Infinity,Infinity
28198,0.024250559284116333,8,8119,Infinity,Infinity
26488,0.023176733780760628,7,7433,Infinity,Infinity
35037,0.024608501118568233,9,7985,Infinity,Infinity
26746,0.024250559284116333,9,8981,Infinity,Infinity
33332,0.024787472035794185,9,8022,Infinity,Infinity
27812,0.023624161073825502,8,7244,Infinity,Infinity
29036,0.023803131991051454,7,8371,Infinity,Infinity
