weight,density,highest degree,runtime,stretch
158676,0.26306306306306304,51,666,110.66666666666667
170747,0.2627027027027027,46,511,55.30434782608695
140880,0.24576576576576575,50,579,88.85714285714286
145512,0.2472072072072072,58,614,100.42105263157895
167744,0.2634234234234234,55,699,67.8
139440,0.24972972972972973,54,559,27.352941176470587
138879,0.23963963963963963,55,509,99.0
139146,0.24252252252252252,56,595,60.172413793103445
137413,0.24252252252252252,50,610,47.08
152092,0.24900900900900902,53,577,186.33333333333334
