weight,density,highest degree,runtime,stretch,jumpstretch
236502,0.0478714859437751,27,68930,Infinity,Infinity
265222,0.04934939759036144,26,72955,Infinity,Infinity
206922,0.04626506024096386,23,69136,1726.0,23.0
287049,0.052305220883534134,27,72338,Infinity,22.0
320179,0.052755020080321284,26,74979,Infinity,Infinity
195003,0.04713253012048193,26,71415,Infinity,Infinity
226017,0.04934939759036144,23,74986,Infinity,23.0
289031,0.05114859437751004,30,71811,Infinity,25.0
223223,0.04729317269076305,24,71889,Infinity,Infinity
308979,0.05031325301204819,27,71976,Infinity,Infinity
