weight,density,highest degree,runtime,stretch
99983,0.1945945945945946,37,316,46.44444444444444
89310,0.19495495495495496,51,316,193.16666666666666
102186,0.19243243243243244,48,332,37.46666666666667
106728,0.2018018018018018,49,322,59.885714285714286
94970,0.19315315315315315,47,320,99.25
101105,0.1935135135135135,44,320,143.5
91369,0.19711711711711713,47,321,55.458333333333336
94652,0.19495495495495496,37,315,102.6
104754,0.20036036036036037,43,326,62.89473684210526
91757,0.1845045045045045,43,333,164.0
