weight,density,highest degree,runtime,stretch,jumpstretch
4723,0.11333333333333333,5,21,Infinity,Infinity
4421,0.11666666666666667,5,24,Infinity,Infinity
4566,0.11333333333333333,5,25,Infinity,Infinity
4773,0.11333333333333333,6,22,Infinity,Infinity
5286,0.10666666666666667,6,21,Infinity,Infinity
5704,0.11,5,23,Infinity,Infinity
4997,0.11333333333333333,6,22,Infinity,Infinity
5018,0.11,5,23,89.04545454545455,Infinity
6647,0.11666666666666667,6,21,Infinity,Infinity
4036,0.10333333333333333,4,23,Infinity,Infinity
