weight,density,highest degree,runtime,stretch
83587,0.23918367346938776,19,339,36.1764705882353
74125,0.22122448979591836,19,318,244.0625
82916,0.22285714285714286,20,308,97.46153846153847
91124,0.25387755102040815,21,364,58.861111111111114
83230,0.21714285714285714,19,299,50.4375
78390,0.21959183673469387,22,323,52.041666666666664
88844,0.24,19,347,41.775
86382,0.24326530612244898,29,349,86.875
98142,0.24489795918367346,22,331,44.142857142857146
82617,0.2342857142857143,21,324,61.432432432432435
