weight,density,highest degree,runtime,stretch
38217,0.21061224489795918,35,106,38.44
44296,0.22040816326530613,31,105,27.066666666666666
49135,0.2416326530612245,35,105,856.0
45650,0.22775510204081634,32,104,58.04347826086956
44277,0.23673469387755103,36,105,40.333333333333336
42206,0.2253061224489796,29,105,39.44444444444444
40761,0.21714285714285714,31,106,73.33333333333333
41920,0.2146938775510204,34,106,116.88888888888889
35145,0.20244897959183675,31,105,29.523809523809526
41486,0.23183673469387756,30,106,46.964285714285715
