weight,density,highest degree,runtime,stretch,jumpstretch
364351,0.1836241610738255,78,2644,295.75,9.0
361290,0.18129753914988814,86,2688,130.11111111111111,10.0
358161,0.18344519015659955,88,2708,307.2,9.0
345776,0.17512304250559285,74,2815,222.0,10.0
405695,0.19149888143176733,79,2766,419.0,9.0
368077,0.18380313199105144,88,2623,127.33333333333333,10.0
366619,0.1840715883668904,75,2803,400.0,10.0
398164,0.19149888143176733,79,2731,326.0,10.0
374130,0.18263982102908277,80,2598,177.0,9.0
381500,0.18416107382550337,87,2492,592.0,9.0
