weight,density,highest degree,runtime,stretch,jumpstretch
44830,0.014457831325301205,8,45431,Infinity,Infinity
56313,0.014682730923694778,9,42678,Infinity,Infinity
55517,0.014971887550200803,9,44335,Infinity,Infinity
54494,0.014714859437751004,8,44555,Infinity,Infinity
50557,0.014779116465863454,10,45403,Infinity,Infinity
58985,0.015100401606425702,9,44683,Infinity,Infinity
51634,0.01487550200803213,9,45592,Infinity,Infinity
47400,0.014907630522088353,8,45894,Infinity,Infinity
42219,0.014554216867469879,8,44709,Infinity,Infinity
46837,0.014971887550200803,11,44915,Infinity,Infinity
