weight,density,highest degree,runtime,stretch,jumpstretch
44884,0.01423293172690763,9,29034,Infinity,Infinity
45989,0.014136546184738957,8,29813,Infinity,Infinity
47960,0.01436144578313253,9,29993,Infinity,Infinity
50608,0.01442570281124498,8,30382,Infinity,Infinity
47186,0.014265060240963856,11,30585,Infinity,Infinity
46462,0.014136546184738957,9,29827,Infinity,Infinity
51075,0.014554216867469879,12,30124,Infinity,Infinity
49401,0.014329317269076306,9,31610,Infinity,Infinity
51509,0.01429718875502008,8,30336,Infinity,Infinity
46849,0.014265060240963856,8,32408,Infinity,Infinity
