weight,density,highest degree,runtime,stretch
79881,0.3004081632653061,37,177,64.8
77034,0.2889795918367347,36,164,28.791666666666668
93731,0.31673469387755104,33,271,59.285714285714285
87790,0.3110204081632653,37,175,24.565217391304348
111250,0.3289795918367347,40,248,16.695121951219512
88363,0.30448979591836733,35,227,29.148936170212767
86312,0.3053061224489796,36,189,24.263157894736842
85159,0.2979591836734694,36,223,72.6923076923077
85506,0.31265306122448977,32,252,28.05
84231,0.2914285714285714,36,185,40.375
