weight,density,highest degree,runtime,stretch,jumpstretch
6039,0.12,6,25,30.352941176470587,Infinity
5405,0.10666666666666667,5,23,Infinity,Infinity
4574,0.11,5,24,Infinity,Infinity
3496,0.10333333333333333,5,22,Infinity,Infinity
3972,0.11333333333333333,5,25,Infinity,Infinity
5769,0.10666666666666667,5,22,Infinity,Infinity
5704,0.11333333333333333,5,24,Infinity,Infinity
5399,0.11333333333333333,5,20,Infinity,Infinity
6155,0.11333333333333333,6,23,Infinity,Infinity
6677,0.12,7,23,Infinity,Infinity
