weight,density,highest degree,runtime,stretch
96123,0.31918367346938775,39,232,30.0
76524,0.2897959183673469,36,251,143.14285714285714
84436,0.30448979591836733,32,316,34.266666666666666
75101,0.29061224489795917,42,194,22.355555555555554
103103,0.3395918367346939,39,315,47.5
86557,0.30612244897959184,36,194,27.3
84207,0.31020408163265306,39,189,23.666666666666668
89276,0.3224489795918367,35,262,43.73076923076923
94800,0.3142857142857143,39,201,27.3
94572,0.32326530612244897,41,214,41.86666666666667
