weight,density,highest degree,runtime,stretch,jumpstretch
270273,0.06628140703517588,32,37380,1274.0,20.0
185049,0.06241206030150754,24,38378,2662.0,Infinity
275939,0.06658291457286432,25,36925,2839.0,18.0
261381,0.0664824120603015,30,39673,Infinity,19.0
248625,0.06562814070351759,26,37704,Infinity,22.0
232789,0.0642211055276382,23,37616,893.3333333333334,Infinity
274191,0.06592964824120603,32,37703,1460.5,19.0
159070,0.0585929648241206,26,35315,1932.0,21.0
246652,0.06608040201005025,30,39560,Infinity,Infinity
362777,0.0721105527638191,28,39456,Infinity,Infinity
