weight,density,highest degree,runtime,stretch
107829,0.22306306306306306,52,500,46.94117647058823
117540,0.22990990990990992,51,548,122.5
105658,0.22378378378378377,44,531,135.66666666666666
104478,0.218018018018018,47,586,183.33333333333334
113415,0.22306306306306306,48,558,133.16666666666666
111383,0.22018018018018018,56,540,205.66666666666666
101751,0.2126126126126126,55,569,67.38095238095238
94037,0.21333333333333335,42,594,83.5
124609,0.2273873873873874,50,576,150.22222222222223
118277,0.22846846846846847,57,535,174.66666666666666
