weight,density,highest degree,runtime,stretch,jumpstretch
287653,0.2824242424242424,59,1910,406.6666666666667,6.0
293017,0.2864646464646465,72,1748,46.125,6.0
251065,0.2694949494949495,71,1699,227.25,7.0
306619,0.2909090909090909,60,1924,212.0,7.0
268204,0.27131313131313134,66,1676,208.0,Infinity
293592,0.2812121212121212,77,1963,89.66666666666667,8.0
297475,0.2822222222222222,67,2003,93.4,6.0
292337,0.2907070707070707,69,1825,448.5,7.0
272520,0.27414141414141413,66,1911,128.0,8.0
297306,0.2828282828282828,62,1964,58.25,8.0
