weight,density,highest degree,runtime,stretch,jumpstretch
36106,0.020821018062397372,9,13246,Infinity,Infinity
29741,0.020361247947454843,9,13496,Infinity,Infinity
30854,0.020098522167487684,7,12768,Infinity,Infinity
40428,0.021149425287356322,8,13379,Infinity,Infinity
39627,0.02121510673234811,10,13594,Infinity,Infinity
41964,0.021346469622331693,8,12816,Infinity,Infinity
29242,0.020295566502463055,9,13629,Infinity,Infinity
34526,0.020426929392446634,8,13406,Infinity,Infinity
38683,0.020558292282430213,11,13876,Infinity,Infinity
34756,0.021018062397372743,8,13433,Infinity,Infinity
