weight,density,highest degree,runtime,stretch,jumpstretch
525302,0.2339149888143177,96,4172,Infinity,7.0
427385,0.21208053691275167,88,4658,562.0,8.0
492711,0.225413870246085,108,4101,230.66666666666666,7.0
501308,0.22845637583892617,95,5012,138.0,9.0
479586,0.22210290827740492,97,4060,550.0,8.0
464349,0.21762863534675614,96,4370,141.0,9.0
452196,0.2200447427293065,104,4454,130.28571428571428,8.0
487550,0.22568232662192395,95,4233,158.5,8.0
459468,0.22129753914988815,93,4762,292.0,8.0
498269,0.22550335570469798,102,4460,Infinity,9.0
