weight,density,highest degree,runtime,stretch,jumpstretch
926899,0.19246031746031747,135,14722,Infinity,11.0
919376,0.18924603174603175,148,14960,353.57142857142856,11.0
809612,0.18023809523809523,135,13610,Infinity,11.0
916067,0.18968253968253967,152,14462,211.66666666666666,10.0
840001,0.1829761904761905,159,13341,Infinity,10.0
855694,0.18301587301587302,129,13424,558.5,11.0
831924,0.18345238095238095,135,13862,1690.0,10.0
821505,0.18202380952380953,175,14172,Infinity,11.0
905434,0.18861111111111112,159,14827,Infinity,10.0
803316,0.17575396825396825,143,12685,Infinity,11.0
