weight,density,highest degree,runtime,stretch
89074,0.2938775510204082,35,168,37.23684210526316
95727,0.3069387755102041,36,225,32.0
104291,0.32571428571428573,34,297,Infinity
104381,0.32571428571428573,36,199,73.57692307692308
100049,0.3159183673469388,35,185,47.75
108375,0.3355102040816327,37,230,85.8
92140,0.3110204081632653,36,178,44.35294117647059
97084,0.32081632653061226,35,192,99.16666666666667
112564,0.3273469387755102,42,195,62.333333333333336
88760,0.29306122448979594,34,232,45.68421052631579
