weight,density,highest degree,runtime,stretch
2630,0.08666666666666667,5,13,9.398373983739837
1989,0.08666666666666667,5,11,6.738562091503268
2025,0.08333333333333333,4,11,10.342342342342342
1530,0.08666666666666667,5,11,4.010869565217392
2568,0.08666666666666667,4,11,14.423728813559322
2233,0.08666666666666667,6,11,Infinity
1474,0.08333333333333333,5,13,5.99009900990099
1253,0.08333333333333333,4,12,2.920353982300885
2423,0.08333333333333333,5,10,Infinity
1789,0.08333333333333333,5,12,4.397590361445783
