weight,density,highest degree,runtime,stretch,jumpstretch
506190,0.1448995983935743,148,22534,Infinity,13.0
519506,0.1461847389558233,146,22478,Infinity,12.0
509290,0.14448192771084337,161,22030,Infinity,13.0
515388,0.14557429718875503,176,22370,291.0,12.0
496169,0.1431004016064257,157,23603,Infinity,13.0
501966,0.14367871485943776,146,23587,Infinity,13.0
489433,0.1410441767068273,164,22635,266.1666666666667,13.0
511718,0.1475983935742972,166,22043,Infinity,13.0
538887,0.1473413654618474,152,23107,514.4,13.0
505903,0.14380722891566264,156,22270,Infinity,12.0
