weight,density,highest degree,runtime,stretch,jumpstretch
35634,0.02451901565995526,8,5503,Infinity,Infinity
30206,0.023534675615212528,10,5192,Infinity,Infinity
32928,0.023445190156599554,8,5951,Infinity,Infinity
31074,0.023176733780760628,8,5981,Infinity,Infinity
24881,0.02272930648769575,7,5889,Infinity,Infinity
28022,0.0229082774049217,8,5428,Infinity,Infinity
31640,0.023355704697986576,8,5723,Infinity,Infinity
29324,0.022997762863534676,11,5399,Infinity,Infinity
28953,0.022997762863534676,9,5825,Infinity,Infinity
31692,0.023445190156599554,8,5593,Infinity,Infinity
