weight,density,highest degree,runtime,stretch,jumpstretch
59883,0.03991051454138703,12,7775,Infinity,Infinity
207456,0.06174496644295302,17,8371,Infinity,21.0
41184,0.03758389261744966,14,6682,Infinity,Infinity
18609,0.023176733780760628,8,4505,Infinity,Infinity
22959,0.03400447427293065,12,6940,Infinity,Infinity
129076,0.04930648769574944,13,7498,2054.5,Infinity
190720,0.06102908277404922,16,8983,Infinity,Infinity
31780,0.03248322147651007,10,6323,Infinity,Infinity
125737,0.05288590604026846,15,8206,Infinity,Infinity
21203,0.025771812080536912,8,5078,Infinity,Infinity
