weight,density,highest degree,runtime,stretch,jumpstretch
28717,0.023445190156599554,8,5603,Infinity,Infinity
26191,0.022639821029082775,7,5481,Infinity,Infinity
31512,0.023624161073825502,9,5580,Infinity,Infinity
27633,0.02308724832214765,6,6838,Infinity,Infinity
31708,0.023266219239373602,8,6132,Infinity,Infinity
24501,0.022460850111856823,10,5327,Infinity,Infinity
26538,0.022997762863534676,9,5809,Infinity,Infinity
26723,0.02272930648769575,7,5372,Infinity,Infinity
32897,0.0229082774049217,9,5163,Infinity,Infinity
25924,0.023266219239373602,8,5986,Infinity,Infinity
