weight,density,highest degree,runtime,stretch
14048,0.49523809523809526,11,4,5.872549019607843
8080,0.3904761904761905,8,4,13.58974358974359
11791,0.4095238095238095,10,4,5.798165137614679
13683,0.4380952380952381,8,4,11.274193548387096
16419,0.45714285714285713,11,6,17.83132530120482
9491,0.4380952380952381,10,6,10.040650406504065
14214,0.44761904761904764,11,5,8.387596899224807
10465,0.4,9,5,7.271186440677966
17227,0.45714285714285713,12,4,6.764044943820225
15632,0.5047619047619047,8,4,5.046153846153846
