weight,density,highest degree,runtime,stretch
121323,0.32,32,154,21.96875
121952,0.32979591836734695,36,247,54.93103448275862
127343,0.3314285714285714,31,164,103.4
108948,0.30775510204081635,32,131,117.42857142857143
99132,0.30448979591836733,30,149,86.41666666666667
111516,0.3142857142857143,35,207,40.46153846153846
103869,0.31020408163265306,32,146,20.951612903225808
108972,0.3142857142857143,35,158,32.0625
105865,0.32571428571428573,32,245,33.5
103088,0.3036734693877551,28,183,21.1864406779661
