weight,density,highest degree,runtime,stretch,jumpstretch
392681,0.22272930648769576,94,7127,Infinity,10.0
385535,0.22398210290827741,116,6550,Infinity,8.0
381598,0.22595078299776286,107,6936,Infinity,8.0
445985,0.24017897091722595,107,6941,466.0,8.0
398553,0.22416107382550335,105,7269,375.5,8.0
398215,0.22854586129753915,100,6980,235.0,7.0
397063,0.22630872483221476,108,7141,189.0,9.0
438798,0.23803131991051454,119,7552,183.0,8.0
374315,0.22210290827740492,115,6639,Infinity,9.0
393172,0.22595078299776286,104,6829,135.57142857142858,9.0
