weight,density,highest degree,runtime,stretch
58271,0.23183673469387756,25,76,30.033333333333335
80556,0.26040816326530614,29,70,350.6666666666667
57293,0.2146938775510204,23,72,42.12820512820513
80377,0.2546938775510204,29,72,54.91304347826087
75161,0.24408163265306124,23,67,16.66923076923077
64980,0.22857142857142856,33,70,29.74468085106383
79470,0.25551020408163266,26,102,29.666666666666668
62937,0.22775510204081634,25,81,36.82142857142857
58939,0.2236734693877551,30,75,44.76923076923077
70409,0.24571428571428572,27,65,25.514285714285716
