weight,density,highest degree,runtime,stretch,jumpstretch
21025,0.02825806451612903,8,3773,Infinity,Infinity
23948,0.02890322580645161,9,3770,Infinity,Infinity
23345,0.02903225806451613,8,3871,Infinity,Infinity
22702,0.028774193548387096,7,4406,Infinity,Infinity
18654,0.02903225806451613,7,3778,Infinity,Infinity
18612,0.029419354838709676,7,4199,Infinity,Infinity
25213,0.03032258064516129,9,4061,Infinity,Infinity
30614,0.02864516129032258,10,4125,Infinity,Infinity
28246,0.029806451612903226,9,4192,Infinity,Infinity
18762,0.028129032258064516,9,4225,Infinity,Infinity
