weight,density,highest degree,runtime,stretch
115550,0.2515315315315315,60,781,58.9375
135916,0.2648648648648649,61,800,97.28571428571429
103000,0.23207207207207206,48,929,149.0
126166,0.25045045045045045,48,707,169.2
121226,0.24936936936936938,63,763,87.53846153846153
122135,0.2518918918918919,49,709,66.375
117606,0.24216216216216216,56,779,37.90909090909091
112901,0.23063063063063063,54,730,63.958333333333336
111209,0.23063063063063063,54,742,80.81818181818181
115974,0.2381981981981982,50,739,53.77777777777778
