weight,density,highest degree,runtime,stretch,jumpstretch
181826,0.14626262626262626,27,5034,550.75,9.0
202115,0.15272727272727274,29,5608,433.2857142857143,9.0
228975,0.15818181818181817,27,5948,658.3333333333334,9.0
199440,0.1511111111111111,27,5477,206.8,10.0
190025,0.1496969696969697,27,5745,198.14285714285714,11.0
188460,0.1511111111111111,28,5089,199.375,11.0
176079,0.14585858585858585,29,5330,583.5,Infinity
198539,0.15595959595959596,30,5575,Infinity,8.0
217322,0.1593939393939394,29,5660,Infinity,9.0
185103,0.15171717171717172,29,5881,553.7142857142857,9.0
