weight,density,highest degree,runtime,stretch
51716,0.2310204081632653,25,83,26.666666666666668
49158,0.22612244897959183,29,85,49.32142857142857
52280,0.22448979591836735,32,82,41.705882352941174
51928,0.22448979591836735,27,84,23.25925925925926
48156,0.2146938775510204,27,86,23.5
60028,0.23673469387755103,28,83,19.666666666666668
55366,0.22938775510204082,31,102,18.865853658536587
57833,0.23346938775510204,31,83,121.25
58859,0.22122448979591836,30,83,29.253731343283583
55049,0.23183673469387756,29,83,49.3125
