weight,density,highest degree,runtime,stretch,jumpstretch
1339888,0.31087248322147654,74,35393,165.0,6.0
1368019,0.31615212527964204,80,34450,806.0,6.0
1340585,0.3119463087248322,76,36675,1358.0,6.0
1296345,0.3093512304250559,75,35935,477.0,6.0
1308674,0.3094407158836689,73,35385,816.0,6.0
1302210,0.3098881431767338,74,32255,1920.0,6.0
1318149,0.3072930648769575,75,35991,304.375,6.0
1296203,0.30711409395973155,82,36072,309.1666666666667,6.0
1318798,0.3113199105145414,73,35373,525.2857142857143,6.0
1294508,0.3068456375838926,73,35177,328.0,6.0
