weight,density,highest degree,runtime,stretch
126010,0.2515315315315315,58,856,381.5
130456,0.25657657657657656,55,807,154.33333333333334
131102,0.2583783783783784,50,829,118.2
112190,0.24828828828828828,47,779,78.0
123876,0.24792792792792792,47,795,59.84615384615385
118946,0.24,45,834,105.33333333333333
148954,0.26774774774774773,50,845,126.57142857142857
125661,0.2623423423423423,59,819,135.42857142857142
131649,0.2515315315315315,57,760,61.0
117100,0.24396396396396397,59,797,221.16666666666666
