weight,density,highest degree,runtime,stretch
85157,0.26040816326530614,26,96,133.85714285714286
84508,0.27346938775510204,32,113,42.34615384615385
77505,0.26693877551020406,27,113,17.391304347826086
94835,0.2979591836734694,35,115,111.8
102702,0.29306122448979594,24,106,142.5
80885,0.26693877551020406,31,104,31.61111111111111
93185,0.27510204081632655,26,101,48.36842105263158
88864,0.2726530612244898,35,116,58.07692307692308
83173,0.2702040816326531,29,119,46.31818181818182
100700,0.2946938775510204,27,116,38.78431372549019
