weight,density,highest degree,runtime,stretch,jumpstretch
262706,0.19948387096774192,84,1698,1754.0,10.0
244095,0.19716129032258065,81,1696,139.5,8.0
244330,0.1944516129032258,93,1953,73.15384615384616,8.0
249894,0.19432258064516128,87,1655,338.0,9.0
239037,0.1936774193548387,84,1728,282.0,Infinity
249662,0.18903225806451612,69,1889,259.6666666666667,8.0
271948,0.20270967741935483,89,1939,62.81818181818182,9.0
244708,0.19316129032258064,91,1655,152.57142857142858,9.0
228116,0.1887741935483871,85,1640,1020.0,9.0
247618,0.19174193548387097,89,2063,1286.0,8.0
