weight,density,highest degree,runtime,stretch,jumpstretch
498689,0.20663382594417076,131,8873,392.0,10.0
522333,0.21155993431855502,126,9038,Infinity,9.0
474235,0.20052545155993431,101,9261,724.5,9.0
460035,0.19461412151067323,129,8142,303.6666666666667,10.0
465291,0.1954679802955665,109,8181,183.85714285714286,10.0
489109,0.20354679802955666,122,8553,186.0,8.0
494661,0.20492610837438424,124,8234,Infinity,10.0
477007,0.198752052545156,137,8812,167.33333333333334,10.0
513939,0.20853858784893267,119,8720,857.0,Infinity
516923,0.2095894909688013,135,8820,Infinity,9.0
