weight,density,highest degree,runtime,stretch
72076,0.29061224489795917,38,189,26.708333333333332
80405,0.29306122448979594,39,170,48.75
57370,0.26857142857142857,31,162,58.0
68281,0.29959183673469386,36,189,81.28571428571429
86447,0.31183673469387757,39,169,51.75
74615,0.30122448979591837,42,189,24.454545454545453
72011,0.2889795918367347,39,149,318.4
69954,0.2873469387755102,33,175,130.42857142857142
68670,0.28489795918367344,34,195,31.473684210526315
76002,0.31020408163265306,31,208,20.703703703703702
