weight,density,highest degree,runtime,stretch
75350,0.2938775510204082,46,228,47.03703703703704
71018,0.2922448979591837,41,260,58.15
85075,0.3183673469387755,41,193,57.53846153846154
87890,0.3216326530612245,41,220,34.43181818181818
88803,0.31755102040816324,41,281,44.0
73752,0.29714285714285715,35,234,25.88235294117647
77561,0.313469387755102,40,225,27.142857142857142
72741,0.2987755102040816,33,200,26.15
72008,0.3069387755102041,33,306,28.69047619047619
82451,0.3142857142857143,41,202,42.333333333333336
