weight,density,highest degree,runtime,stretch
85883,0.29959183673469386,39,154,46.54545454545455
78493,0.2857142857142857,30,137,24.441860465116278
64925,0.2693877551020408,30,143,141.71428571428572
94638,0.3216326530612245,39,185,62.333333333333336
77452,0.28653061224489795,42,151,306.6
92609,0.31265306122448977,42,159,25.928571428571427
84999,0.30122448979591837,41,156,35.9
74390,0.29714285714285715,34,174,21.403508771929825
86754,0.3036734693877551,34,175,53.45454545454545
72403,0.28,32,149,128.25
