weight,density,highest degree,runtime,stretch,jumpstretch
1506173,0.37100671140939595,115,65909,307.5,5.0
1535176,0.37476510067114094,101,66328,832.0,6.0
1524686,0.37655480984340045,105,64447,585.0,5.0
1496220,0.37109619686800893,101,66516,Infinity,6.0
1492453,0.3719910514541387,102,67108,Infinity,5.0
1539247,0.3770917225950783,100,64209,Infinity,5.0
1512357,0.37324384787472037,109,66514,287.3333333333333,5.0
1514460,0.3731543624161074,104,64435,2337.0,6.0
1493225,0.37288590604026844,101,65772,372.25,5.0
1491808,0.3730648769574944,101,65257,Infinity,6.0
