weight,density,highest degree,runtime,stretch,jumpstretch
15680,0.04288288288288288,8,601,Infinity,Infinity
13877,0.042522522522522525,6,488,Infinity,Infinity
13208,0.04144144144144144,7,546,Infinity,Infinity
17878,0.041801801801801805,7,493,Infinity,Infinity
11958,0.041801801801801805,7,552,Infinity,Infinity
13165,0.041801801801801805,8,403,Infinity,Infinity
18008,0.044684684684684686,6,537,Infinity,Infinity
17326,0.04216216216216216,6,512,Infinity,Infinity
10553,0.04072072072072072,6,599,Infinity,Infinity
15742,0.04108108108108108,7,501,Infinity,Infinity
