weight,density,highest degree,runtime,stretch
2898,0.08666666666666667,5,14,39.083333333333336
1440,0.08666666666666667,4,16,16.02
2106,0.08666666666666667,4,14,5.612612612612613
1119,0.08333333333333333,5,27,7.890243902439025
1464,0.08333333333333333,4,13,4.113207547169812
2653,0.09333333333333334,5,15,93.28571428571429
1450,0.08333333333333333,7,31,7.742424242424242
2195,0.08333333333333333,5,31,5.571428571428571
1626,0.08333333333333333,6,14,6.040983606557377
1234,0.08666666666666667,5,16,5.107142857142857
