weight,density,highest degree,runtime,stretch,jumpstretch
21364,0.04540540540540541,7,514,Infinity,Infinity
15037,0.043243243243243246,8,463,Infinity,Infinity
13838,0.043243243243243246,8,624,Infinity,Infinity
15918,0.042522522522522525,7,623,Infinity,Infinity
13038,0.042522522522522525,8,535,Infinity,Infinity
13685,0.043243243243243246,8,544,Infinity,Infinity
13191,0.0436036036036036,8,658,Infinity,Infinity
22595,0.04756756756756757,7,599,Infinity,Infinity
12849,0.042522522522522525,7,499,Infinity,Infinity
14571,0.04288288288288288,7,592,Infinity,Infinity
