weight,density,highest degree,runtime,stretch,jumpstretch
284278,0.19239373601789708,79,4469,115.125,9.0
296223,0.19651006711409397,91,4476,179.0,8.0
310941,0.1991946308724832,105,5116,Infinity,10.0
283321,0.189082774049217,101,4735,465.0,Infinity
307579,0.19427293064876958,96,4554,Infinity,10.0
319557,0.19516778523489933,104,4329,Infinity,9.0
294690,0.1966890380313199,97,4587,115.66666666666667,9.0
274710,0.18926174496644296,76,4547,391.0,9.0
294373,0.1948993288590604,94,4794,339.0,10.0
302012,0.19838926174496643,98,4640,111.625,9.0
