weight,density,highest degree,runtime,stretch,jumpstretch
205776,0.19729032258064516,107,2479,Infinity,Infinity
217236,0.1998709677419355,79,2356,Infinity,9.0
209166,0.19741935483870968,94,2614,146.0,8.0
211287,0.20051612903225807,90,2306,117.71428571428571,8.0
238742,0.21083870967741936,95,2406,125.0,9.0
237862,0.2055483870967742,100,2346,416.0,9.0
227730,0.20361290322580644,92,2308,Infinity,8.0
217444,0.20012903225806453,91,2299,63.75,8.0
220127,0.20270967741935483,89,2069,243.0,9.0
227254,0.20296774193548386,77,2381,143.0,9.0
