weight,density,highest degree,runtime,stretch
63838,0.2693877551020408,38,125,41.3448275862069
54391,0.2530612244897959,31,152,305.6666666666667
65058,0.27591836734693875,36,129,27.482758620689655
59220,0.25387755102040815,32,127,106.88888888888889
58840,0.26040816326530614,33,132,105.77777777777777
54041,0.2595918367346939,29,125,38.0
69231,0.2808163265306122,36,131,81.5
57543,0.2677551020408163,32,132,12.117647058823529
47120,0.23755102040816325,27,123,47.0
49388,0.23918367346938776,34,125,40.0
