weight,density,highest degree,runtime,stretch
62692,0.24081632653061225,27,82,30.818181818181817
75833,0.2612244897959184,32,85,58.72727272727273
77535,0.2546938775510204,36,97,100.05882352941177
93752,0.27510204081632655,27,109,51.42857142857143
71807,0.24816326530612245,27,121,41.3235294117647
87401,0.27755102040816326,28,87,19.362068965517242
71790,0.24571428571428572,24,108,34.76470588235294
83382,0.2612244897959184,32,84,41.625
71960,0.26040816326530614,33,116,43.72222222222222
73762,0.25142857142857145,26,118,76.8
