weight,density,highest degree,runtime,stretch,jumpstretch
7665,0.05877551020408163,7,157,Infinity,Infinity
11197,0.062040816326530614,7,178,Infinity,Infinity
11298,0.0636734693877551,6,187,Infinity,Infinity
9655,0.062040816326530614,8,193,Infinity,Infinity
8201,0.05959183673469388,7,190,Infinity,Infinity
8234,0.061224489795918366,6,175,Infinity,Infinity
9849,0.061224489795918366,6,156,Infinity,Infinity
10241,0.060408163265306125,6,179,Infinity,Infinity
10738,0.06285714285714286,7,165,Infinity,Infinity
10255,0.0636734693877551,7,168,Infinity,Infinity
