weight,density,highest degree,runtime,stretch,jumpstretch
389725,0.1988366890380313,97,3560,280.0,9.0
358269,0.19642058165548099,85,4253,Infinity,10.0
358481,0.19069351230425055,107,3256,Infinity,10.0
397220,0.19955257270693513,95,3414,474.0,10.0
369556,0.19463087248322147,80,3226,Infinity,8.0
380194,0.19579418344519015,98,3579,532.5,9.0
344446,0.19302013422818792,94,3537,179.28571428571428,9.0
358893,0.19391498881431768,78,3686,Infinity,10.0
373739,0.196331096196868,92,3760,Infinity,9.0
337153,0.1897986577181208,70,2924,199.71428571428572,9.0
