weight,density,highest degree,runtime,stretch,jumpstretch
11923,0.0636734693877551,7,175,Infinity,Infinity
7928,0.05714285714285714,6,138,Infinity,Infinity
10430,0.062040816326530614,7,165,Infinity,Infinity
10657,0.06285714285714286,7,173,Infinity,Infinity
9979,0.061224489795918366,7,144,Infinity,Infinity
10364,0.062040816326530614,7,176,Infinity,Infinity
10212,0.05959183673469388,6,159,Infinity,Infinity
11397,0.0636734693877551,7,149,Infinity,Infinity
9476,0.05959183673469388,7,162,Infinity,Infinity
9002,0.05795918367346939,5,163,Infinity,Infinity
