weight,density,highest degree,runtime,stretch,jumpstretch
26200,0.027096774193548386,7,2495,Infinity,Infinity
22710,0.02696774193548387,11,2403,Infinity,Infinity
22014,0.026064516129032256,7,2005,Infinity,Infinity
28965,0.027741935483870966,7,2491,Infinity,Infinity
27072,0.026838709677419356,9,2784,Infinity,Infinity
31209,0.026193548387096775,8,2926,Infinity,Infinity
25579,0.026838709677419356,8,2517,Infinity,Infinity
24393,0.0272258064516129,9,2771,Infinity,Infinity
20513,0.02632258064516129,8,2307,Infinity,Infinity
25079,0.027870967741935485,7,2311,Infinity,Infinity
