weight,density,highest degree,runtime,stretch,jumpstretch
334891,0.0692063492063492,34,69173,1660.5,17.0
364512,0.0725,34,71078,Infinity,18.0
266132,0.06416666666666666,33,64008,Infinity,Infinity
367141,0.07214285714285715,32,69958,Infinity,18.0
316892,0.06813492063492063,33,64161,5517.0,20.0
327984,0.07015873015873016,31,68344,Infinity,Infinity
387685,0.07154761904761905,31,71700,Infinity,20.0
289095,0.06662698412698413,33,66347,3565.0,Infinity
384047,0.07123015873015873,32,67810,Infinity,18.0
318362,0.06710317460317461,31,66847,Infinity,22.0
