weight,density,highest degree,runtime,stretch,jumpstretch
22540,0.02735483870967742,8,2484,Infinity,Infinity
23401,0.02696774193548387,8,2278,Infinity,Infinity
23740,0.026838709677419356,7,2482,Infinity,Infinity
24911,0.02658064516129032,8,2569,Infinity,Infinity
27974,0.027096774193548386,8,2764,Infinity,Infinity
21556,0.026064516129032256,6,2378,Infinity,Infinity
22506,0.02670967741935484,8,2177,Infinity,Infinity
23867,0.02670967741935484,7,2521,Infinity,Infinity
26749,0.027741935483870966,9,2594,Infinity,Infinity
22384,0.0272258064516129,9,2399,Infinity,Infinity
