weight,density,highest degree,runtime,stretch
200280,0.27315315315315314,56,554,94.29411764705883
161192,0.25045045045045045,49,573,73.21428571428571
182327,0.2655855855855856,49,699,65.125
194399,0.2648648648648649,47,640,66.0
170529,0.2572972972972973,44,591,135.42857142857142
170075,0.24864864864864866,48,580,87.33333333333333
189940,0.2681081081081081,47,625,41.857142857142854
169304,0.25405405405405407,45,653,54.45161290322581
170429,0.25117117117117116,49,588,42.333333333333336
164594,0.24792792792792792,48,553,32.17567567567568
