weight,density,highest degree,runtime,stretch,jumpstretch
932665,0.18432128514056226,164,30583,Infinity,10.0
973906,0.1887871485943775,161,28936,Infinity,10.0
1000402,0.1914859437751004,164,29882,Infinity,10.0
1024245,0.19408835341365463,168,31226,335.0,11.0
950835,0.18708433734939758,175,31649,Infinity,11.0
935428,0.18483534136546184,176,29659,Infinity,12.0
1026370,0.18930120481927712,168,28956,Infinity,12.0
972689,0.1859277108433735,156,30462,230.2,11.0
1052660,0.19267469879518073,144,30000,1112.0,10.0
979683,0.18914056224899597,184,30748,Infinity,11.0
