weight,density,highest degree,runtime,stretch,jumpstretch
49288,0.5066666666666667,22,46,8.118181818181819,3.0
49221,0.5433333333333333,20,52,7.66,2.0
45984,0.5166666666666667,22,42,38.857142857142854,3.0
59354,0.5733333333333334,22,49,17.869565217391305,3.0
51343,0.52,21,45,18.0,2.0
58048,0.5466666666666666,19,54,15.136363636363637,3.0
48183,0.5066666666666667,20,43,10.152941176470588,3.0
54641,0.5666666666666667,22,44,19.4,3.0
47019,0.4633333333333333,20,41,23.694444444444443,4.0
42534,0.5,23,46,22.608695652173914,3.0
