weight,density,highest degree,runtime,stretch
110037,0.2454054054054054,52,653,138.5
103076,0.23387387387387387,58,695,32.166666666666664
115945,0.2436036036036036,38,836,43.733333333333334
103506,0.23063063063063063,53,781,60.44444444444444
125569,0.2508108108108108,56,785,85.0
122954,0.2500900900900901,50,812,153.33333333333334
105198,0.23027027027027028,65,729,31.170212765957448
112627,0.2436036036036036,50,753,31.17241379310345
104496,0.23423423423423423,46,712,65.11111111111111
96081,0.230990990990991,49,756,Infinity
