weight,density,highest degree,runtime,stretch
23836,0.3233333333333333,15,60,14.147286821705427
27999,0.3233333333333333,17,19,24.275862068965516
30082,0.3233333333333333,16,11,11.734513274336283
22929,0.29333333333333333,15,10,21.303030303030305
33143,0.33666666666666667,18,11,8.34640522875817
24281,0.3,13,10,12.133333333333333
30432,0.35333333333333333,16,9,27.192307692307693
27927,0.31666666666666665,16,10,8.641509433962264
30930,0.34,15,15,9.973684210526315
22301,0.2966666666666667,16,15,31.125
