weight,density,highest degree,runtime,stretch
140411,0.24792792792792792,57,680,60.5
162671,0.25873873873873876,45,702,192.55555555555554
128198,0.23783783783783785,41,674,141.1818181818182
182083,0.27387387387387385,47,717,53.833333333333336
142575,0.24684684684684685,47,707,80.4
145219,0.24324324324324326,49,677,162.2
134368,0.2436036036036036,56,650,Infinity
156223,0.2526126126126126,49,669,111.86363636363636
154314,0.24684684684684685,48,669,61.07142857142857
141644,0.2371171171171171,46,613,82.0
