weight,density,highest degree,runtime,stretch
17394,0.24333333333333335,10,22,7.375527426160337
14734,0.24333333333333335,10,25,13.913385826771654
16381,0.25,14,24,23.341463414634145
22805,0.26666666666666666,13,39,76.72413793103448
22381,0.29333333333333333,11,23,14.881578947368421
16985,0.23,9,43,18.431372549019606
20910,0.29333333333333333,12,36,10.222222222222221
17952,0.24333333333333335,13,21,9.450980392156863
38405,0.3466666666666667,13,29,14.251700680272108
20095,0.26,10,23,9.951219512195122
