weight,density,highest degree,runtime,stretch
63073,0.26693877551020406,33,110,25.384615384615383
59774,0.2563265306122449,36,108,43.8421052631579
61455,0.24,30,106,35.07692307692308
78556,0.27591836734693875,33,130,359.0
60024,0.2620408163265306,34,109,48.0
60175,0.2522448979591837,34,121,19.441176470588236
80001,0.2808163265306122,34,116,78.625
59613,0.24979591836734694,33,116,24.485714285714284
62182,0.2530612244897959,33,119,45.10526315789474
56999,0.26040816326530614,36,117,61.526315789473685
